0,1,2,3,4,5,6,7
-1.049095233,0.62945714,0.258045243,0.709556775,-0.806763321,-0.242331911,0.381066931,0.049678042
-0.988347465,0.593008479,0.367824839,0.762276491,-0.598210308,-0.390137157,-0.850499003,0.288701496
-0.057646703,0.034588022,0.554687907,1.1883613,0.38046824,-0.438114943,2.571042953,-0.507290986
-0.765186432,0.459111859,1.175626144,0.456784454,-0.989143436,0.223957004,0.01119785,0.089582802
-1.247487164,0.748492298,0.216734613,0.278998941,-1.306286117,0.058798953,0.583120243,0.033074411
-0.927928851,0.55675731,0.742606569,0.665215316,-1.612285577,0.684356726,1.024769007,-0.093602339
-1.060248699,0.636149219,0.115310523,0.71614236,-1.080220027,0.019971328,1.276479935,-0.128066143
-1.257703705,0.754622223,0.190536494,0.244277794,-1.36842789,0.110724184,0.575987206,0.035727003
-1.080576335,0.648345801,0.445383295,0.60003402,-0.625655082,-0.454921253,2.199062775,-0.310143395
-1.029221696,0.617533018,0.108947093,0.758915615,-1.09151029,0.062288594,0.601960869,0.00311443
-1.118298268,0.670978961,0.550091331,0.466767973,-1.701758234,0.583459966,-0.495940971,0.233383986
-1.017763378,0.610658027,0.677334011,0.574736966,-0.29934217,-0.718421208,1.329079235,-0.143684242
-1.105541597,0.663324958,0.568535244,0.482418151,-1.105541597,-6.95E-17,0.663324958,9.24E-18
-1.095066254,0.657039752,0.033943179,0.669406768,-1.131068432,0.036002178,-0.779047134,0.287217377
-1.113305867,0.66798352,0.504983836,0.507072816,-0.503076224,-0.610229643,-0.79220884,0.292038472
-1.140513718,0.684308231,0.055225446,0.591125546,-1.075830705,-0.064683013,-1.161060087,0.369073664
-0.910185107,0.546111064,0.092938348,0.894157718,-1.008761112,0.098576004,-1.316975419,0.372617297
-1.011123334,0.606674,0.983792891,0.194461689,-0.511391867,-0.499731466,0.396786784,0.041977443
-0.830728876,0.498437326,0.111887742,0.964356072,-0.943370079,0.112641204,-2.700572854,0.639802036
-1.208661758,0.725197055,0.082681461,0.439851736,-1.296358691,0.087696933,-0.17817565,0.180674541
-1.257497486,0.754498492,0.243586829,0.21529362,-1.555348106,0.29785062,0.385569883,0.073785722
-1.240252506,0.744151503,0.115323877,0.339592425,-1.273104679,0.032852173,0.12195125,0.124440051
-1.128187015,0.676912209,0.129295199,0.60669263,-1.190447719,0.062260704,-0.732443726,0.281871187
-1.176883146,0.706129888,0.507211842,0.340572909,-0.563444145,-0.613439001,-0.124164442,0.166058866
-1.243590144,0.746154086,0.058083381,0.336630367,-1.266433801,0.022843657,-0.233036167,0.195838051
-1.213559752,0.728135851,0,0.431487912,-1.213559752,0,-0.350583928,0.215743956
-1.154700538,0.692820323,0,0.565685425,-1.154700538,0,-1.039230485,0.346410162
-1.257237114,0.754342269,0,0.287368483,-1.257237114,0,0.03592106,0.143684242
-1.182249373,0.709349624,0.068828258,0.505324218,-1.182249373,-9.69E-18,1.763843062,-0.210898688
-0.657806788,0.394684073,0.210107653,1.076155883,-0.880659608,0.22285282,-1.857302316,0.450397278
-1.090869608,0.654521765,0.571037617,0.511813426,-0.485192751,-0.605676857,-1.103894916,0.351683336
-0.729324957,0.437594974,0,1.043724917,-0.729324957,0,-2.479704855,0.583459966
-0.962250449,0.577350269,1.088662108,0,0.19245009,-1.154700538,0.577350269,0
-1.183215957,0.709929574,0,0.505964426,-1.183215957,0,-0.304255532,0.202837021
-1.173145423,0.703887254,0.288771074,0.478275428,-1.21215832,0.039012898,1.279623049,-0.115147159
-0.94677568,0.568065408,0.479374045,0.775623294,-1.474963928,0.528188248,-1.586774295,0.430967941
-1.062173673,0.637304204,0.370315528,0.659268877,-0.720058605,-0.342115068,-1.450108331,0.417482507
-1.111159519,0.666695712,0.307027611,0.598457993,-1.124766711,0.013607192,2.078441882,-0.282349234
-0.749355017,0.44961301,0.574259052,0.929012541,-1.442463046,0.69310803,-2.030697662,0.496062134
-1.07143847,0.642863082,0.3979154,0.634773047,-0.776615573,-0.294822897,-1.476176491,0.423807915
-1.118298268,0.670978961,0.550091331,0.466767973,-1.701758234,0.583459966,0.087518995,0.116691993
-0.764552852,0.458731711,0.786357099,0.81720627,-0.764552852,1.12E-16,-2.043441258,0.500434594
-1.105541597,0.663324958,0.568535244,0.482418151,-0.502518908,-0.603022689,-0.54272042,0.241209076
-1.121644283,0.67298657,0.1123005,0.620218266,-1.24075695,0.119112667,-0.063346282,0.14726657
-1.267582767,0.76054966,0.112832903,0.223306548,-1.267582767,1.68E-17,0.545130401,0.043083852
-0.447201216,0.26832073,0.178570737,1.178506735,-0.447201216,2.33E-17,-2.677946108,0.589253367
-0.661156308,0.396693785,1.388883507,0.151522294,0.811977111,-1.473133419,0.586096653,-0.037880574
-1.057924996,0.634754998,0,0.724957181,-1.057924996,0,-0.830064228,0.292963845
-1.032537503,0.619522502,0.03096335,0.758904747,-1.045528801,0.012991298,0.981654921,-0.072426484
-1.279418029,0.767650817,0.156498708,0.117774444,-1.445409976,0.165991947,0.619001313,0.029729901
-1.091755932,0.655053559,0.042622704,0.674281995,-1.051528577,-0.040227356,-0.875760402,0.306162792
-1.070273857,0.642164314,0.072524211,0.705108119,-1.12321627,0.052942413,-0.050159542,0.138464771
-1.282095623,0.769257374,0.087773558,0.131753791,-1.387658739,0.105563116,0.627153179,0.028420839
-1.009614197,0.605768518,0.040401153,0.787700866,-0.977045997,-0.0325682,-1.012195074,0.323592718
-1.154700538,0.692820323,0,0.565685425,-1.154700538,0,-0.461880215,0.230940108
-1.014144974,0.608486984,0.603881085,0.627571632,-0.373632359,-0.640512615,-0.032025631,0.128102523
-1.014144974,0.608486984,0.603881085,0.627571632,-0.373632359,-0.640512615,-1.313050861,0.384307569
-1.209411345,0.725646807,0.296092543,0.378455748,-1.527269455,0.31785811,0.260488597,0.093031642
-0.880870364,0.528522218,0.534217015,0.826965546,-0.880870364,5.20E-17,2.814551776,-0.457205912
-0.416185249,0.24971115,0,1.197379741,-0.416185249,0,-2.136417613,0.477225752
-1.049289365,0.629573619,0.839524749,0.346628147,-0.131911354,-0.917378012,1.570151918,-0.18811566
-0.913150225,0.547890135,0.47295501,0.815658345,-1.49182904,0.578678815,-1.398350154,0.389248058
-1.005866766,0.60352006,0.968485282,0.256757709,-0.631887109,-0.373979657,1.078889757,-0.095073939
-1.210309889,0.726185933,0.295268858,0.376076794,-1.523489806,0.313179917,0.287734049,0.087690377
-0.887260151,0.53235609,0.523575321,0.824487706,-0.887260151,7.22E-17,2.79199705,-0.451928192
-0.429934955,0.257960973,0.057225397,1.191882901,-0.429934955,-7.39E-18,-2.048513611,0.461294917
-1.194964011,0.716978406,0.601705254,0.109311689,-1.923708606,0.728744595,0.921937824,-0.040991883
-1.250553991,0.750332395,0.108450658,0.302676724,-1.313779809,0.063225818,0.269816178,0.096103243
-1.275010575,0.765006345,0.218288801,0.103846574,-1.393240207,0.118229631,0.470948031,0.058811663
-1.215239443,0.729143666,0.371590941,0.315305369,-0.821107732,-0.394131711,-0.059119757,0.157652685
-1.154700538,0.692820323,0,0.565685425,-1.154700538,0,-1.039230485,0.346410162
-1.224744871,0.734846923,0,0.4,-1.224744871,0,0.734846923,1.53E-17
-1.040647894,0.624388736,0.856443473,0.346803445,-0.001822501,-1.038825393,-0.485514184,0.221980584
-1.219667766,0.73180066,0.325462311,0.329178811,-0.822509619,-0.397158147,-0.055160854,0.157392303
-1.102437348,0.661462409,0.229292609,0.633799304,-0.943939966,-0.158497382,-1.478252252,0.427942932
-1.111111111,0.666666667,0.314269681,0.596284794,-0.777777778,-0.333333333,-1.333333333,0.4
-1.166666667,0.7,0.471404521,0.4,-0.666666667,-0.5,-0.3,0.2
-1.14722227,0.688333362,0.447563391,0.46512152,-0.672509606,-0.474712663,0.213620698,0.094942533
-1.160667818,0.696400691,0.122368735,0.545666329,-1.023565192,-0.137102626,-1.114160457,0.36211223
-1.244967875,0.746980725,0.109142547,0.323891237,-1.113135239,-0.131832636,0.411020137,0.067192118
-1.190441748,0.714265049,0.389457168,0.385393792,-0.737766759,-0.452674989,-0.515568771,0.245966764
-1.087114613,0.652268768,0,0.682242292,-1.087114613,0,-1.68920886,0.468295526
-1.192569588,0.715541753,0.421637021,0.357770876,-0.745355992,-0.447213595,0.715541753,-5.11E-18
-1.014144974,0.608486984,0.603881085,0.627571632,-0.373632359,-0.640512615,-0.032025631,0.128102523
-1.176846333,0.7061078,0.327731331,0.453857582,-1.26983868,0.092992347,-0.722592807,0.285740121
-1.178661107,0.707196664,0.325480303,0.450294589,-0.80481265,-0.373848457,-0.304111341,0.202261601
-1.145473721,0.687284233,0.531043168,0.413727263,-0.686052067,-0.459421654,-0.722664981,0.281989843
-1.109146633,0.66548798,0.291827016,0.606551063,-0.79961734,-0.309529293,-1.191687778,0.371435152
-0.952579344,0.571547607,0.769800359,0.611010093,-0.136082763,-0.816496581,-1.061445555,0.326598632
-1.215239443,0.729143666,0.371590941,0.315305369,-0.821107732,-0.394131711,0.335011955,0.078826342
-1.121650788,0.672990473,0.216831614,0.603335695,-1.263477468,0.14182668,-1.239382182,0.382474531
-1.155949925,0.693569955,0.600663963,0.317411816,-0.43237108,-0.723578845,-0.243156147,0.18734522
-1.103321679,0.661993008,0.288572754,0.617583582,-0.754756359,-0.34856532,-0.771622423,0.286723086
0.051821472,-0.031092883,1.188602746,0.865884554,-1.375624519,1.427445991,0.937026428,-0.193623862
-0.060970289,0.036582173,0.506321315,1.201088904,0.538570887,-0.599541176,-0.278430987,0.063002632
-0.675018076,0.405010846,0.327515471,1.047958369,-1.016417708,0.341399632,-1.687156131,0.418433395
0.75844595,-0.45506757,0.628405497,0.900462809,0.847751019,-0.089305069,-2.198457833,0.348678053
-0.371907509,0.223144506,0.995509755,0.934127191,0.450594527,-0.822502036,0.704174577,-0.096206014
-0.716001554,0.429600932,1.293800655,0.321707978,0.445998993,-1.162000547,0.955469793,-0.105173772
0.670323579,-0.402194147,0.543655634,0.995641893,0.678823631,-0.008500052,0.181476119,-0.116734053
0.84812216,-0.508873296,0.748970107,0.756893333,1.299839397,-0.451717237,-0.036413941,-0.094491871
1.032522985,-0.619513791,0.761984402,0.477669653,1.534349534,-0.501826549,-0.479409932,-0.028020772
-0.594774931,0.356864959,0.924201269,0.864814592,-0.933164593,0.338389661,-1.541228773,0.379618746
-0.193555645,0.116133387,0.498830231,1.18942667,-0.18139508,-0.012160564,0.420147488,-0.06080282
-0.206158054,0.123694832,1.309368115,0.728376267,0.338791207,-0.544949261,1.239543319,-0.223169697
-0.939185638,0.563511383,0.240354843,0.84767379,-0.958506028,0.01932039,1.400728294,-0.167443382
-0.555582574,0.333349544,1.143200095,0.720784995,-1.481708505,0.926125931,1.404531344,-0.21423636
0.401224869,-0.240734921,0.486051714,1.141801252,-0.194060551,0.595285419,-1.869345974,0.325722211
-0.421258918,0.252755351,0.960467316,0.936023936,0.51754667,-0.938805588,0.036107907,0.043329489
-0.707492843,0.424495706,0.112737574,1.054442917,-0.587916588,-0.119576255,2.816020808,-0.47830502
0.311501009,-0.186900606,0.184974189,1.219146901,0.198227915,0.113273094,-3.132001059,0.589020091
-0.011174112,0.006704467,0.746203154,1.125072729,-0.81571018,0.804536068,-3.479618494,0.697264592
0.324738453,-0.194843072,0.477142363,1.16711792,-0.181347448,0.506085901,0.260634239,-0.091095462
-0.772001916,0.463201149,0.881433495,0.74946482,0.162899487,-0.934901402,0.463201149,2.41E-18
0.456073733,-0.27364424,0.38454819,1.145246914,0.883642858,-0.427569125,3.146908759,-0.6841106
-0.727207489,0.436324493,0.311184206,1.016966633,-0.488641579,-0.23856591,3.826471634,-0.678029428
0.511113744,-0.306668246,0.899243355,0.929531637,-0.32432799,0.835441734,0.77329302,-0.215992253
-0.45197109,0.271182654,0.537853544,1.109198534,-1.019562691,0.567591601,3.401536332,-0.626070736
-0.604843383,0.36290603,0.437104277,1.064970334,-0.540408578,-0.064434806,3.184230016,-0.564264797
0.802241936,-0.481345161,0.604475151,0.873451451,0.587803807,0.214438129,-0.262344519,-0.043800128
-0.456321215,0.273792729,0.535979316,1.108032407,-1.019101748,0.562780533,3.408480297,-0.626937513
-0.590941726,0.354565036,0.439948738,1.071738506,-0.49009582,-0.100845905,3.187418196,-0.566570632
0.777825899,-0.466695539,0.608596199,0.892722687,0.545276094,0.232549805,-0.288863336,-0.035566441
-0.348690484,0.209214291,0.231011821,1.204681896,-0.065804301,-0.282886183,-3.912593592,0.824361577
-0.278569504,0.167141702,1.12879317,0.87235237,0.064920859,-0.343490363,-0.994351484,0.232298637
0.663887733,-0.39833264,0.7577405,0.912348922,-0.071495602,0.735383335,-0.112350232,-0.057196482
-0.916503799,0.549902279,0.563243561,0.776707133,-0.809205793,-0.107298006,-0.844971795,0.278974815
-1.106606903,0.663964142,0.014574887,0.651365381,-1.122065905,0.015459002,0.462997114,0.040193406
-1.261739726,0.757043836,0.229963285,0.199906182,-1.007076662,-0.254663064,0.247717708,0.101865226
-1.159262946,0.695557768,0.686330841,0.165030393,-0.491182674,-0.668080273,0.469272514,0.045257051
-1.199655993,0.719793596,0,0.46732481,-1.199655993,0,1.038664881,-0.063774257
-1.130840697,0.678504418,0.783595932,0.062751854,-0.173874928,-0.956965769,0.521624784,0.031375927
-1.25266807,0.751600842,0.239686071,0.243146355,-1.366642924,0.113974854,0.447667898,0.060786589
-0.858795316,0.51527719,0.00884091,0.944417749,-0.849418115,-0.009377201,-2.204111072,0.543877652
-1.221118836,0.732671301,0.512146434,0.105535094,-1.665910857,0.444792021,0.510275291,0.044479202
-1.051986047,0.631191628,0.857297135,0.310833263,-2.089851475,1.037865429,1.097172024,-0.093196079
-1.125457795,0.675274677,0.021370522,0.619465044,-1.099284358,-0.026173437,1.290350449,-0.123015154
-1.254219733,0.75253184,0.386035397,0.021013105,-1.490617169,0.236397437,0.805064603,-0.010506553
-1.188817929,0.713290757,0.49757576,0.30772467,-0.6027548,-0.586063129,1.692535478,-0.195848944
-0.986107663,0.591664598,0.120611185,0.811023906,-0.858180182,-0.127927481,2.638504286,-0.409367938
-1.083430926,0.650058556,0.877102128,0.107449738,-0.139420658,-0.944010268,0.472472466,0.035517218
-0.817157641,0.490294584,0.938970878,0.655715997,-1.57000921,0.752851569,-0.977765975,0.293612112
-1.259090497,0.755454298,0.010949257,0.279341267,-1.259090497,6.37E-19,0.453504848,0.06038989
-1.206889908,0.724133945,0.579633226,0.009760862,-0.901862972,-0.305026935,0.711932867,0.002440215
-1.023111269,0.613866761,0.185698117,0.7579072,-1.023111269,2.49E-17,0.02297897,0.118177558
-1.184835909,0.710901545,0,0.50231197,-1.184835909,0,1.477213327,-0.153262356
-1.002141356,0.601284813,1.005408248,0.171396465,-1.882896575,0.88075522,0.228657605,0.074525442
-1.212961082,0.727776649,0.49372662,0.203265374,-0.636007599,-0.576953483,0.727776649,-3.59E-19
-1.137356828,0.682414097,0.005785847,0.598450151,-1.13122001,-0.006136817,2.400722973,-0.343661775
-1.285225959,0.771135575,0.098191673,0.09209507,-1.191698297,-0.093527662,0.527963654,0.048634384
-1.225514812,0.735308887,0.224006632,0.357884794,-1.237094479,0.011579668,0.330020524,0.081057673
-1.143734516,0.68624071,0.007866188,0.586650983,-1.135391164,-0.008343352,2.246447552,-0.312041368
-0.972607829,0.583564697,1.064160846,0.111398682,-1.723518285,0.750910456,0.304655099,0.05578192
-0.226607489,0.135964493,1.06678307,0.931604752,1.070831468,-1.297438957,1.249747708,-0.222756643
0.442936418,-0.265761851,0.757448509,1.033159276,0.936727061,-0.493790643,-1.080982252,0.16304408
-0.349817437,0.209890462,0.869361187,1.014420685,-1.053115319,0.703297883,-3.372533129,0.716484718
-0.861292184,0.51677531,0.583698275,0.826696158,-0.778564012,-0.082728171,0.064527974,0.090449467
-0.262612546,0.157567528,1.192193829,0.825225781,1.001899965,-1.264512511,-1.802095841,0.391932674
0.047527335,-0.028516401,0.640898657,1.162489077,0.723962892,-0.676435557,-0.95032564,0.184361848
-0.277903044,0.166741827,0.699966993,1.109903972,-0.168364618,-0.109538426,-0.094933303,0.052335026
0.738202961,-0.442921776,0.946451543,0.734432991,1.897364634,-1.159161674,1.295820734,-0.347748502
0.854334779,-0.512600868,0.357194272,0.907058406,0.891872679,-0.037537899,2.081685053,-0.518857184
-0.364783361,0.218870016,0.817243133,1.035144421,-1.365149956,1.000366596,1.945617452,-0.345349487
0.439840413,-0.263904248,1.017856651,0.890314269,-0.803812073,1.243652486,-3.262951391,0.599809429
0.363998526,-0.218399116,0.766850472,1.058285917,1.241068533,-0.877070007,-2.363312895,0.428982756
-0.610360794,0.366216477,1.000892281,0.800805905,0.429047735,-1.039408529,0.974782092,-0.121713123
0.403825246,-0.242295148,1.218401047,0.743469903,1.149940463,-0.746115217,-2.60371135,0.47228324
0.586050639,-0.351630383,0.052570118,1.126332408,0.641809669,-0.05575903,-3.167461402,0.563166204
-0.416080989,0.249648593,0.728992134,1.055909005,-1.22662837,0.810547381,-0.609531631,0.171836045
0.405186213,-0.243111728,0.806455097,1.025753027,-0.489017843,0.894204056,2.989063349,-0.646435015
1.086062492,-0.651637495,0.060357504,0.682249014,1.018952554,0.067109938,-2.034102211,0.276492943
-0.584488797,0.350693278,1.083977462,0.753016368,0.565242924,-1.149731721,0.998358745,-0.129533093
0.464019866,-0.278411919,1.184397657,0.742710883,1.150409362,-0.686389496,-2.430127307,0.430343078
0.630607246,-0.378364348,0.068865893,1.102449824,0.557563936,0.07304331,-3.197836127,0.563894356
-0.911301032,0.546780619,0.852865005,0.605245391,-1.813775048,0.902474017,-0.554830857,0.220322295
-0.359764657,0.215858794,0.741940634,1.070262152,-1.146711537,0.786946881,0.017283413,0.039715076
0.965085013,-0.579051008,0.463230373,0.759682205,1.011719994,-0.046634981,-2.01955374,0.288100546
-0.760663804,0.456398282,0.05841128,1.021022932,-0.698709286,-0.061954518,-1.416004928,0.374480642
0.374828532,-0.224897119,0.970335881,0.948784694,1.561099052,-1.18627052,2.68517275,-0.582013974
1.036137732,-0.621682639,0.035372843,0.75406307,1.036137732,-4.47E-18,1.580657187,-0.440467965
-0.373835271,0.224301162,0.777272826,1.05040253,-1.194041014,0.820205743,-2.395335549,0.523927342
0.012763038,-0.007657823,0.933468104,1.037798632,0.001823291,0.010939747,-0.259272006,0.050322837
0.206065927,-0.123639556,0.575632965,1.166371885,0.212201886,-0.006135958,0.778346289,-0.180397169
-0.776926192,0.466155715,0.957386727,0.685985902,-1.817554606,1.040628413,-0.041068826,0.101444908
-0.935462458,0.561277475,0.21970106,0.854957576,-0.773594405,-0.161868053,-0.474678066,0.207191108
-0.489588287,0.293752972,0.969204358,0.897929242,-1.514520777,1.024932489,-2.325518945,0.523854383
-1.262570573,0.757542344,0.321748483,0.086980884,-0.907472599,-0.355097974,0.846316837,-0.017754899
-1.084845182,0.650907109,0.375176223,0.621073406,-0.80060627,-0.284238912,0.366668197,0.056847782
-1.156801447,0.694080868,0.683925776,0.186239938,-0.320559437,-0.83624201,0.986765572,-0.058536941
-0.495204314,0.297122588,0.142419804,1.162932388,-0.515212569,0.020008255,3.778558977,-0.696287278
-0.859358937,0.515615362,1.180182506,0.235252377,0.576829971,-1.436188909,0.42143904,0.018835264
-0.847135787,0.508281472,1.229890064,0.05906587,-1.443241585,0.596105797,0.595092996,-0.017362305
-1.111375968,0.666825581,0.818313431,0.111658395,-1.404332813,0.292956845,0.884450665,-0.043525017
-1.216390509,0.729834305,0.547080685,0,-0.95123025,-0.265160259,0.729834305,0
-1.239559698,0.743735819,0.456347977,0,-1.076186767,-0.163372931,0.743735819,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
-0.465859743,0.279515846,0,1.179684581,-0.465859743,0,-2.083276056,0.47255838
-0.615270547,0.369162328,1.351952849,0.374056899,-0.261884387,-0.353386161,-0.728858956,0.219604257
-1.264911064,0.758946638,0,0.252982213,-1.264911064,0,0.548128128,0.042163702
-1.042825369,0.625695222,0.95966401,0.058665417,-2.060702764,1.017877394,0.50594494,0.023950056
-0.962250449,0.577350269,1.088662108,0,-2.116950987,1.154700538,0.577350269,0
-1.277843301,0.766705981,0,0.180088414,-1.277843301,0,0.56756157,0.039828882
-1.267934785,0.760760871,0.014371157,0.23774736,-1.255251914,-0.012682871,0.557834937,0.040585187
-1.279603177,0.767761906,0.004143405,0.167632871,-1.283997922,0.004394745,0.282142612,0.097123859
-1.290984065,0.774590439,0.003914195,0.00406775,-1.286832434,-0.00415163,0.770438808,0.000830326
-1.287701557,0.772620934,0.005135241,0.090199168,-1.293148303,0.005446746,0.669132758,0.020697635
-0.463387031,0.278032219,1.116836826,0.803409524,-0.429062066,-0.034324965,-0.339817156,0.123569875
-1.178511302,0.707106781,0.666666667,0,-0.471404521,-0.707106781,0.707106781,0
-0.458601514,0.275160909,0,1.182411631,-0.458601514,0,-2.154831531,0.485998488
-0.656677283,0.39400637,1.361487625,0.271725629,-0.309753435,-0.346923848,-0.411352562,0.161071786
-0.128268901,0.076961341,1.192334798,0.855106919,-1.392930933,1.264662032,1.678589243,-0.32032558
0.962250449,-0.577350269,1.088662108,0,2.116950987,-1.154700538,-0.577350269,0
0.411538948,-0.246923369,5.55E-17,1.198920459,0.411538948,1.30E-32,-1.582933867,0.2672021
-0.946729262,0.568037557,0.973728991,0.413118224,-1.979524821,1.032795559,-0.464758002,0.206559112
-0.612321463,0.367392878,0.268809298,1.093940065,-0.296476815,-0.315844647,1.997270445,-0.325975513
-1.287358835,0.772415301,0.066898814,0.079458612,-1.205801566,-0.081557269,0.542469112,0.045989238
-0.959773957,0.575864374,0.003787444,0.845973987,-0.963791148,0.004017191,1.177104006,-0.120247926
-1.170572632,0.702343579,0.550179814,0.320859204,-0.587018816,-0.583553816,0.758261512,-0.011183587
0.272165527,-0.163299316,0.384900179,1.2,0.272165527,-4.31E-17,-0.979795897,0.163299316
-0.704068062,0.422440837,0.270526666,1.039329511,-0.869731135,0.165663073,1.747745423,-0.265060917
-1.073783485,0.644270091,0.498078937,0.586736645,-0.824242252,-0.249541232,-0.246138397,0.178081698
0.75699875,-0.45419925,0.274106126,1.002394271,0.866885666,-0.109886915,-3.518823223,0.612924795
0.328532034,-0.19711922,0.178017944,1.21547102,0.200063296,0.128468738,-1.794949153,0.319565986
-0.017624245,0.010574547,1.246016317,0.817415325,-0.306020983,0.288396738,2.298521999,-0.45758949
0.513265603,-0.307959362,0.310705098,1.13541776,0.760993165,-0.247727562,-1.449449109,0.22829795
-0.806193239,0.483715943,1.166809142,0.39897897,-2.213744353,1.407551114,1.197871671,-0.142831146
0.3467107,-0.20802642,0.782048913,1.05718481,0.430958159,-0.08424746,0.213210879,-0.08424746
-0.45720175,0.27432105,1.190381716,0.74102815,-1.078486358,0.621284608,0.035365432,0.047791124
0.246900564,-0.148140339,0.899169583,1.027801024,0.163547944,0.08335262,2.011450275,-0.431918123
-0.419485375,0.251691225,0.791225785,1.027349889,-1.21065622,0.791170845,-1.973476776,0.4450336
-0.35859653,0.215157918,0.310261131,1.191131817,-0.129633487,-0.228963043,-2.720956395,0.587222863
-0.721709392,0.433025635,1.163240704,0.536742741,-1.696485714,0.974776322,-0.241819511,0.134969029
-0.667862972,0.400717783,0.247989553,1.06531751,-0.474109318,-0.193753653,1.554432719,-0.230742987
-0.457462867,0.27447772,0.556353329,1.101535837,0.189621914,-0.647084781,-2.402746675,0.535444879
-0.785400449,0.471240269,0.590907669,0.893485963,-0.10745253,-0.677947919,-0.366224807,0.167493015
-0.872526402,0.523515841,1.045118002,0.462370835,0.343585526,-1.216111928,-0.109404865,0.126584141
